tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,k,atr_period,direction,total_n
199,0.01834130758533875,0.07052607369063073,-0.11988979684829748,0.15657241201897498,86,-0.20346497844216965,0.10230335155401078,-0.4039795474880308,-0.0029504093963085287,GBP_USD,200,2.0,14,short,285
196,0.011584738019410295,0.07127737139879188,-0.1281189099222218,0.15128838596104238,85,-0.30985667222549473,0.09989691644557176,-0.5056546284588154,-0.11405871599217407,GBP_USD,200,2.5,14,short,281
592,0.05061704306145587,0.040858157940401346,-0.029464946501730774,0.1306990326246425,254,-0.03937007874015748,0.06282071852099469,-0.16249868704130707,0.08375852956099211,AUD_USD,20,1.0,14,long,846
394,0.06764287910389258,0.0500816159348255,-0.0305170881283654,0.16580284633615056,169,0.047551598561554054,0.07683584265727673,-0.10304665304670835,0.19814985016981645,AUD_USD,20,1.5,14,long,563
242,0.0870643368239855,0.06380258091643203,-0.037988721772221276,0.21211739542019226,104,0.2791944245856023,0.09412074991169266,0.09471775475868469,0.46367109441251986,AUD_USD,20,2.0,14,long,346
125,-0.16237331593984347,0.08798446078157393,-0.3348228590717284,0.010076227192041431,55,0.23636363636363636,0.1322268135107359,-0.022800918117406005,0.4955281908446787,AUD_USD,20,2.5,14,long,180
584,0.03482473572472194,0.04114935896827246,-0.04582800785309208,0.11547747930253596,251,-0.03057342643985544,0.06310324219774704,-0.15425578114743965,0.09310892826772876,AUD_USD,20,1.0,14,short,835
414,0.055168994637670866,0.04897485149683362,-0.04082171429612303,0.15115970357146477,178,0.07222549310185422,0.07411396363637886,-0.07303787562544833,0.21748886182915678,AUD_USD,20,1.5,14,short,592
241,0.10986260471616915,0.06405481018507288,-0.015684823246573693,0.235410032678912,104,0.06909174229892258,0.09783788658545302,-0.12267051540856534,0.2608540000064105,AUD_USD,20,2.0,14,short,345
117,0.07615587810668982,0.09179480245531153,-0.10376193470572077,0.2560736909191004,51,0.13725490196078433,0.14008291058424904,-0.13730760278434379,0.41181740670591244,AUD_USD,20,2.5,14,short,168
434,0.04406994328727861,0.04769191017300719,-0.04940620065181548,0.1375460872263727,187,0.11229946524064172,0.0728597426384946,-0.030505630330807693,0.2551045608120911,AUD_USD,50,1.0,14,long,621
358,-0.022879102248699754,0.05252418954493179,-0.12582651375676607,0.08006830925936656,154,0.03896103896103896,0.08078382504262123,-0.11937525812249865,0.19729733604457655,AUD_USD,50,1.5,14,long,512
310,-0.005011794073594811,0.056377384715472253,-0.11551146811592043,0.10548787996873081,134,0.029850746268656716,0.08667235568625409,-0.1400270708764013,0.19972856341371473,AUD_USD,50,2.0,14,long,444
251,-0.02355156858391371,0.06283053299519381,-0.14669941325449357,0.09959627608666616,109,0.2388644051091985,0.09298454271299779,0.05661470139172284,0.4211141088266742,AUD_USD,50,2.5,14,long,360
429,0.026085880926178154,0.04810930513346182,-0.06820835713540702,0.12038011898776332,185,0.04864864864864865,0.07363368901206381,-0.0956733818149964,0.1929706791122937,AUD_USD,50,1.0,14,short,614
371,0.0405852107295511,0.05168365642033679,-0.06071475585430901,0.14188517731341121,159,-0.008310522616161619,0.07865433691031425,-0.16247302296037752,0.1458519777280543,AUD_USD,50,1.5,14,short,530
332,-0.024150856257836827,0.05474675855084658,-0.13145450301749612,0.08315279050182248,143,0.007122573567346314,0.083396300538942,-0.15633417548898002,0.17057932262367262,AUD_USD,50,2.0,14,short,475
