tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,recovery,direction,total_n
49.0,-0.022443176572955015,0.14080921670515162,-0.2984292413150522,0.25354288816914217,22.0,0.28801087899077304,0.18854261249174004,-0.0815326414930374,0.6575543994745835,EUR_USD,28,35,3,short,71
25.0,0.12662550575329426,0.1947744406423491,-0.25513239790570996,0.5083834094122985,12.0,0.17587171032848428,0.24480076447747962,-0.3039377880473757,0.6556812087043443,EUR_USD,28,35,4,short,37
214.0,0.028037383177570093,0.06849193452206889,-0.10620680848568492,0.16228157484082512,92.0,0.13025111865850694,0.10259093875147231,-0.07082712129437876,0.3313293586113927,GBP_USD,7,20,1,long,306
109.0,-0.10210817781501279,0.09408866351720374,-0.2865219583087321,0.08230560267870655,48.0,0.1640196477791382,0.1435225417389581,-0.11728453402921968,0.44532382958749606,GBP_USD,7,20,2,long,157
53.0,-0.1320754716981132,0.13746020891206473,-0.4014974811657601,0.13734653776953368,23.0,0.032583296074918826,0.21104485791573088,-0.3810646254399137,0.44623121758975137,GBP_USD,7,20,3,long,76
25.0,0.04,0.20396078054371142,-0.3597631298656744,0.43976312986567434,12.0,0.23662475538672542,0.2800685237298541,-0.31230955112378855,0.7855590618972395,GBP_USD,7,20,4,long,37
413.0,0.001434618190434805,0.048786666373346985,-0.09418724790132528,0.09705648428219489,177.0,-0.018595467731464373,0.07372825646145056,-0.16310285039590747,0.12591191493297874,GBP_USD,7,25,1,long,590
203.0,-0.04996035167601762,0.06914772572430217,-0.18548989409564987,0.08556919074361463,87.0,-0.012954677087372034,0.1076761339591197,-0.22399989964724662,0.19809054547250257,GBP_USD,7,25,2,long,290
102.0,-0.2094086195761517,0.09686228016675714,-0.3992586887029957,-0.01955855044930771,44.0,-0.14205873159720153,0.1501825421942985,-0.4364165142980265,0.1522990511036235,GBP_USD,7,25,3,long,146
48.0,-0.08333333333333333,0.14535763346850764,-0.36823429493160825,0.20156762826494162,21.0,0.08759509831622404,0.21747813390923074,-0.3386620441458682,0.5138522407783163,GBP_USD,7,25,4,long,69
664.0,-0.04030559553372209,0.038391792406174303,-0.11555350864982372,0.03494231758237954,285.0,0.06664450340128764,0.057824082516342135,-0.04669069833074295,0.17997970513331824,GBP_USD,7,30,1,long,949
331.0,-0.10039533636351022,0.05414646030894758,-0.20652239856904747,0.005731725842027038,143.0,0.07175087900218734,0.0831418015246447,-0.09120705198611627,0.23470880999049093,GBP_USD,7,30,2,long,474
166.0,-0.1779012306800382,0.07595170273313023,-0.32676656803697346,-0.029035893323102968,72.0,0.017035712095676236,0.11636671236036156,-0.21104304413063243,0.24511446832198489,GBP_USD,7,30,3,long,238
81.0,-0.09831292879448328,0.11056703139487242,-0.31502431032843325,0.11839845273946667,36.0,0.0105642204075186,0.16502578975171425,-0.31288632750584133,0.3340147683208785,GBP_USD,7,30,4,long,117
947.0,-0.04731863887117532,0.032185279322573,-0.1104017863434184,0.01576450860106776,407.0,0.011875530043899215,0.048649100654287056,-0.08347670723850341,0.10722776732630183,GBP_USD,7,35,1,long,1354
482.0,-0.040873201011844856,0.045168222364684166,-0.1294029168466258,0.047656514822936105,207.0,0.017396836726591938,0.06919303647045788,-0.1182215147555055,0.15301518820868937,GBP_USD,7,35,2,long,689
237.0,-0.09554883200532872,0.06419825170621528,-0.22137740534951067,0.03027974133885321,102.0,-0.04277805798314966,0.09711781993749029,-0.23312898506063062,0.14757286909433132,GBP_USD,7,35,3,long,339
116.0,-0.031085957329077284,0.0924499808433123,-0.2122879197819694,0.15011600512381482,51.0,-0.06706434459632382,0.13738257149275274,-0.3363341847221192,0.20220549552947154,GBP_USD,7,35,4,long,167
