tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,fast,slow,signal,trigger,direction,total_n
198,0.06696309735453333,0.07044843121999977,-0.07111582783666621,0.2050420225457329,85,-0.027347395729374516,0.10802101989317454,-0.23906859471999664,0.18437380326124758,GBP_USD,18,39,9,signal_cross,long,283
203,0.0670222948590176,0.06966519928406327,-0.0695214957377464,0.2035660854557816,87,0.008737565323291051,0.10611080392603604,-0.19923961037173957,0.2167147410183217,GBP_USD,18,39,9,signal_cross,short,290
81,0.059510218405295245,0.11137889866995107,-0.15879242298780885,0.2778128597983993,36,0.16666666666666666,0.16666666666666666,-0.16,0.4933333333333333,GBP_USD,18,39,9,zero_cross,long,117
87,0.0949028875703252,0.10676292601112278,-0.11435244741147543,0.3041582225521258,38,-0.24141138887586222,0.15666375938699245,-0.5484723572743675,0.065649579522643,GBP_USD,18,39,9,zero_cross,short,125
174,0.08087794553977139,0.07533653118154651,-0.06678165557605976,0.22853754665560255,75,0.0724849703771521,0.11312136933873926,-0.14923291352677684,0.29420285428108106,GBP_USD,18,39,13,signal_cross,long,249
172,0.05973200033279284,0.07603609074883035,-0.08929873753491464,0.20876273820050034,75,-0.07152093611301943,0.1138873340004445,-0.2947401107538906,0.15169823852785178,GBP_USD,18,39,13,signal_cross,short,247
81,0.059510218405295245,0.11137889866995107,-0.15879242298780885,0.2778128597983993,36,0.16666666666666666,0.16666666666666666,-0.16,0.4933333333333333,GBP_USD,18,39,13,zero_cross,long,117
87,0.0949028875703252,0.10676292601112278,-0.11435244741147543,0.3041582225521258,38,-0.24141138887586222,0.15666375938699245,-0.5484723572743675,0.065649579522643,GBP_USD,18,39,13,zero_cross,short,125
234,-0.02314082596179737,0.06473694093397793,-0.1500252301923941,0.10374357826879937,101,-0.07940693335811108,0.09853317499589213,-0.27253195635005967,0.1137180896338375,GBP_USD,24,52,5,signal_cross,long,335
207,0.11463669444182101,0.06864855394750666,-0.01991447129529203,0.24918786017893405,90,0.05088382383091226,0.10364748767025034,-0.1522652520027784,0.2540328996646029,GBP_USD,24,52,5,signal_cross,short,297
55,0.04361777321452557,0.13426698401265108,-0.21954551545027054,0.3067810618793217,24,-0.04477535016865499,0.20393524497244972,-0.4444884303146564,0.35493772997734646,GBP_USD,24,52,5,zero_cross,long,79
