evaluator,level,pair_or_pooled,direction,bucket_type,bucket,n,mean_R,SE,CI_low
bb,PAIR,CAD_CHF,long,fixed,0.25_0.5,82,-0.15711370994774507,0.10436139390082168,-0.36166204199335555
bb,PAIR,CAD_CHF,long,fixed,0.5_1,72,-0.22014649524144184,0.11553270916219248,-0.44659060519933913
bb,PAIR,CAD_CHF,long,fixed,0_0.1,82,0.030783857677602732,0.10524107452098966,-0.175488648383537
bb,PAIR,CAD_CHF,long,fixed,>=1,26,-0.23076923076923078,0.19460170216420797,-0.6121885670110784
bb,PAIR,CAD_CHF,long,quintile,Q1_shallow,77,-0.016873056657047886,0.1090483636860022,-0.23060784948161217
bb,PAIR,CAD_CHF,long,quintile,Q2,69,0.06604071774386513,0.11107332064508497,-0.1516629907205014
bb,PAIR,CAD_CHF,long,quintile,Q3,60,-0.008678597722086305,0.1229276930340509,-0.2496168760688261
bb,PAIR,CAD_CHF,long,quintile,Q4,77,-0.20936080142521235,0.1103521047435922,-0.42565092672265303
bb,PAIR,CAD_CHF,long,quintile,Q5_deep,65,-0.25923919472898177,0.12045098439745924,-0.4953231241480019
bb,PAIR,CAD_CHF,short,fixed,0.1_0.25,77,0.27881251281742875,0.10853346246027434,0.06608692639529104
bb,PAIR,CAD_CHF,short,fixed,0.25_0.5,88,0.08378674503057523,0.10509830389355172,-0.12220593060078613
bb,PAIR,CAD_CHF,short,fixed,0.5_1,68,0.042586236049278484,0.12083503314334598,-0.19425042891167965
bb,PAIR,CAD_CHF,short,fixed,0_0.1,59,0.13096032859703918,0.12913282371124193,-0.122140005876995
bb,PAIR,CAD_CHF,short,fixed,>=1,13,-0.23076923076923078,0.2808833628231621,-0.7813006219026286
bb,PAIR,CAD_CHF,short,quintile,Q1_shallow,59,0.13096032859703918,0.12913282371124193,-0.122140005876995
bb,PAIR,CAD_CHF,short,quintile,Q2,63,0.3214323431540127,0.11905355519949508,0.08808737496300234
bb,PAIR,CAD_CHF,short,quintile,Q3,63,0.15707895601060676,0.12389028579610639,-0.08574600414976177
bb,PAIR,CAD_CHF,short,quintile,Q4,70,0.0896918145464383,0.11719194888907103,-0.1400044052761409
bb,PAIR,CAD_CHF,short,quintile,Q5_deep,50,-0.15373955529276281,0.1403932464013594,-0.42891031823942716
bb,PAIR,CAD_JPY,long,fixed,0.1_0.25,64,-0.11458622316458263,0.12427459583203754,-0.3581644309953762
bb,PAIR,CAD_JPY,long,fixed,0.25_0.5,88,0.07935938069518879,0.10626044231028758,-0.12891108623297487
bb,PAIR,CAD_JPY,long,fixed,0.5_1,82,0.12195121951219512,0.11028178834350029,-0.09420108564106544
bb,PAIR,CAD_JPY,long,fixed,0_0.1,67,-0.04477611940298507,0.12296803595091038,-0.2857934698667694
bb,PAIR,CAD_JPY,long,fixed,>=1,31,-0.03225806451612903,0.1824791693384639,-0.38991723641951825
bb,PAIR,CAD_JPY,long,quintile,Q1_shallow,63,-0.015873015873015872,0.12698412698412698,-0.26476190476190475
bb,PAIR,CAD_JPY,long,quintile,Q2,51,-0.12418663299084877,0.1390791792177337,-0.3967818242576068
bb,PAIR,CAD_JPY,long,quintile,Q3,63,-0.00025991267973630045,0.12598842576846872,-0.24719722718593498
bb,PAIR,CAD_JPY,long,quintile,Q4,68,0.11764705882352941,0.12132103517270083,-0.12014217011496423
bb,PAIR,CAD_JPY,long,quintile,Q5_deep,87,0.05747126436781609,0.1076545429847501,-0.15353163988229412
bb,PAIR,CAD_JPY,short,fixed,0.1_0.25,87,0.13974414364193175,0.10602895664483517,-0.06807261138194518
bb,PAIR,CAD_JPY,short,fixed,0.25_0.5,82,-0.07373336303134838,0.10944942701931015,-0.28825423998919625
bb,PAIR,CAD_JPY,short,fixed,0.5_1,64,0.07354892730824798,0.12279641017977182,-0.16713203664410475
bb,PAIR,CAD_JPY,short,fixed,0_0.1,88,-0.027729056811597118,0.10566873745889838,-0.23483978223103794
bb,PAIR,CAD_JPY,short,fixed,>=1,21,0.23809523809523808,0.21717627144745486,-0.1875702539417734
bb,PAIR,CAD_JPY,short,quintile,Q1_shallow,83,-0.017351289149645135,0.10877504835246156,-0.23055038392046978
bb,PAIR,CAD_JPY,short,quintile,Q2,67,0.16417910447761194,0.12142120662793539,-0.07380646051314141
bb,PAIR,CAD_JPY,short,quintile,Q3,75,0.016091917349452204,0.11452656695343653,-0.2083801538792834
bb,PAIR,CAD_JPY,short,quintile,Q4,62,-0.030946280710206647,0.12593479005665648,-0.2777784692212533
bb,PAIR,CAD_JPY,short,quintile,Q5_deep,55,0.0823729396150775,0.13325777969012734,-0.1788123085775721
bb,PAIR,CHF_JPY,long,fixed,0.1_0.25,75,0.32698502356892223,0.10770238372181215,0.11588835147417043
bb,PAIR,CHF_JPY,long,fixed,0.25_0.5,68,0.13533823390805402,0.1179667925408812,-0.09587667947207312
bb,PAIR,CHF_JPY,long,fixed,0.5_1,67,0.16787884033064496,0.11703845508863325,-0.06151653164307622
bb,PAIR,CHF_JPY,long,fixed,0_0.1,66,0.278060148120276,0.11160654670902406,0.05931131657058886
bb,PAIR,CHF_JPY,long,fixed,>=1,23,0.271375208667998,0.19408906964178463,-0.10903936782989981
bb,PAIR,CHF_JPY,long,quintile,Q1_shallow,64,0.2615326702275306,0.11441803855446364,0.03727331466078185
bb,PAIR,CHF_JPY,long,quintile,Q2,57,0.3182062394569374,0.12263189141235271,0.07784773228872607
bb,PAIR,CHF_JPY,long,quintile,Q3,59,0.2622745485362507,0.1238807572637384,0.01946826429932344
bb,PAIR,CHF_JPY,long,quintile,Q4,56,0.11696105719223295,0.13033903620723075,-0.13850345377393936
bb,PAIR,CHF_JPY,long,quintile,Q5_deep,63,0.20108721334700003,0.11936437320421031,-0.03286695813325219
bb,PAIR,CHF_JPY,short,fixed,0.1_0.25,95,-0.06347945728409685,0.10018187287666627,-0.2598359281223627
bb,PAIR,CHF_JPY,short,fixed,0.25_0.5,78,0.07842218880227157,0.10853793048165046,-0.13431215494176335
bb,PAIR,CHF_JPY,short,fixed,0.5_1,70,0.13541682143811481,0.11631356397236219,-0.09255776394771506
bb,PAIR,CHF_JPY,short,fixed,0_0.1,82,-0.13908358002066112,0.10935946628846215,-0.3534281339460469
bb,PAIR,CHF_JPY,short,fixed,>=1,24,-0.10966132054075421,0.1887709073202538,-0.4796522988884517
bb,PAIR,CHF_JPY,short,quintile,Q1_shallow,78,-0.12057504566274631,0.11240653707250235,-0.3408918583248509
bb,PAIR,CHF_JPY,short,quintile,Q2,74,-0.09500741137823243,0.11247607181142302,-0.3154605121286216
bb,PAIR,CHF_JPY,short,quintile,Q3,65,0.05776860000189543,0.12388262742092329,-0.1850413497431142
bb,PAIR,CHF_JPY,short,quintile,Q4,66,-0.030657717247619617,0.11753065410980103,-0.2610177993028296
bb,PAIR,CHF_JPY,short,quintile,Q5_deep,66,0.15504071018919405,0.11612608146633151,-0.07256640948481571
bb,PAIR,EUR_CAD,long,fixed,0.1_0.25,91,0.01781813201699238,0.10071974776512078,-0.17959257360264436
bb,PAIR,EUR_CAD,long,fixed,0.25_0.5,74,0.2692082443427827,0.10578854495414637,0.061862696232655806
bb,PAIR,EUR_CAD,long,fixed,0.5_1,50,0.20345557921856694,0.13152671489621484,-0.05433678197801417
bb,PAIR,EUR_CAD,long,fixed,0_0.1,58,0.05969654015253338,0.12191352518471016,-0.17925396920949854
bb,PAIR,EUR_CAD,long,fixed,>=1,29,0.49489693764891657,0.16089782537646768,0.1795371999110399
bb,PAIR,EUR_CAD,long,quintile,Q1_shallow,56,0.026114273729409554,0.12393085153782034,-0.2167901952847183
bb,PAIR,EUR_CAD,long,quintile,Q2,71,-0.04719805069569509,0.11437501703546156,-0.2713730840851997
bb,PAIR,EUR_CAD,long,quintile,Q3,65,0.19093605515944248,0.11317804211958346,-0.030892907394941105
bb,PAIR,EUR_CAD,long,quintile,Q4,49,0.4385755673202094,0.12381541049020094,0.19589736275941558
bb,PAIR,EUR_CAD,long,quintile,Q5_deep,61,0.2871748436557292,0.11938393820263861,0.05318232477855753
bb,PAIR,EUR_CAD,short,fixed,0.1_0.25,76,0.11206858494761125,0.10432165231171324,-0.0924018535833467
bb,PAIR,EUR_CAD,short,fixed,0.25_0.5,103,-0.028173500654526944,0.09337819469566523,-0.2111947622580308
bb,PAIR,EUR_CAD,short,fixed,0.5_1,88,0.03257822872475029,0.10458212978067663,-0.1724027456453759
bb,PAIR,EUR_CAD,short,fixed,0_0.1,65,0.08655415645708663,0.118899031008766,-0.14648794432009477
bb,PAIR,EUR_CAD,short,fixed,>=1,33,0.188855753954798,0.1690333746057957,-0.1424496602725616
bb,PAIR,EUR_CAD,short,quintile,Q1_shallow,62,0.09750464421610444,0.12226009472983129,-0.1421251414543649
bb,PAIR,EUR_CAD,short,quintile,Q2,59,0.10328646929705662,0.11815673074002356,-0.12830072295338954
bb,PAIR,EUR_CAD,short,quintile,Q3,79,0.08218559937278512,0.10526039255991768,-0.12412477004465351
bb,PAIR,EUR_CAD,short,quintile,Q4,71,-0.07687790023013592,0.11455984866483165,-0.30141520361320595
bb,PAIR,EUR_CAD,short,quintile,Q5_deep,94,0.07624430853791468,0.10068887696637549,-0.12110589031618128
bb,PAIR,EUR_CHF,long,fixed,0.1_0.25,88,0.08688100492711558,0.09033822141887866,-0.09018190905388661
bb,PAIR,EUR_CHF,long,fixed,0.25_0.5,86,-0.05685630737423843,0.08624851250123172,-0.2259033918766526
bb,PAIR,EUR_CHF,long,fixed,0.5_1,68,-0.32313073764908856,0.0970327883242945,-0.5133150027647058
bb,PAIR,EUR_CHF,long,fixed,0_0.1,72,0.042965411656620836,0.09399918373723115,-0.14127298846835223
bb,PAIR,EUR_CHF,long,fixed,>=1,28,0.0851601979541395,0.15421290689302142,-0.2170970995561825
bb,PAIR,EUR_CHF,long,quintile,Q1_shallow,63,-0.01019159920067824,0.10307892386058155,-0.21222628996741807
bb,PAIR,EUR_CHF,long,quintile,Q2,78,0.10694253377601445,0.09257711059132219,-0.07450860298297704
bb,PAIR,EUR_CHF,long,quintile,Q3,66,0.018409650048883244,0.09996004557261158,-0.17751203927343545
bb,PAIR,EUR_CHF,long,quintile,Q4,66,-0.11153715547241198,0.1029989787349216,-0.31341515379285834
bb,PAIR,EUR_CHF,long,quintile,Q5_deep,69,-0.22162377544459788,0.09770963883300345,-0.4131346675572846
bb,PAIR,EUR_CHF,short,fixed,0.1_0.25,68,0.07767312064663474,0.10780996073800214,-0.13363440239984947
bb,PAIR,EUR_CHF,short,fixed,0.25_0.5,81,-0.028677441962925973,0.09678106578175386,-0.21836833089516355
bb,PAIR,EUR_CHF,short,fixed,0.5_1,62,0.07387577902559912,0.11466449626254406,-0.15086663364898723
bb,PAIR,EUR_CHF,short,fixed,0_0.1,56,-0.004058095281314388,0.11743708020666363,-0.23423477248637511
bb,PAIR,EUR_CHF,short,fixed,>=1,24,-0.15876011231957318,0.18831101519097984,-0.5278497020938937
bb,PAIR,EUR_CHF,short,quintile,Q1_shallow,50,-0.02824351854027846,0.1262000880592697,-0.27559569113644705
bb,PAIR,EUR_CHF,short,quintile,Q2,56,0.1227405544020962,0.11568240188146547,-0.10399695328557611
bb,PAIR,EUR_CHF,short,quintile,Q3,57,-0.07880367025376267,0.11464840780183747,-0.3035145495453641
bb,PAIR,EUR_CHF,short,quintile,Q4,61,-0.06517337347847504,0.11628861648499388,-0.29309906178906303
bb,PAIR,EUR_CHF,short,quintile,Q5_deep,67,0.097131217019193,0.10951080951045432,-0.11750996962129745
bb,PAIR,EUR_GBP,long,fixed,0.1_0.25,76,0.2578170968467525,0.10151140447202299,0.05885474408158747
bb,PAIR,EUR_GBP,long,fixed,0.25_0.5,84,0.09940786984203578,0.09738674013538955,-0.09147014082332772
bb,PAIR,EUR_GBP,long,fixed,0.5_1,64,-0.006871915864536504,0.1108513634150203,-0.2241405881579763
bb,PAIR,EUR_GBP,long,fixed,0_0.1,76,-0.13353867465443417,0.10456448507855844,-0.3384850654084087
bb,PAIR,EUR_GBP,long,fixed,>=1,22,0.29677792587593854,0.17985025758128304,-0.05572857898337619
bb,PAIR,EUR_GBP,long,quintile,Q1_shallow,67,-0.17968726359740142,0.10999589435528564,-0.3952792165337613
bb,PAIR,EUR_GBP,long,quintile,Q2,69,0.2768288375968989,0.10536999471111391,0.07030364796311564
bb,PAIR,EUR_GBP,long,quintile,Q3,66,0.1373461034806917,0.11475578960678244,-0.08757524414860188
bb,PAIR,EUR_GBP,long,quintile,Q4,58,-0.032994393597373876,0.11632181181889176,-0.2609851447624017
bb,PAIR,EUR_GBP,long,quintile,Q5_deep,62,0.15599067375886155,0.10756323345952941,-0.05483326382181608
bb,PAIR,EUR_GBP,short,fixed,0.1_0.25,64,0.299253955640181,0.11272627163445151,0.07831046323665602
bb,PAIR,EUR_GBP,short,fixed,0.25_0.5,73,0.09861800397897523,0.10560962687066956,-0.10837686468753711
bb,PAIR,EUR_GBP,short,fixed,0.5_1,87,0.13355554437199899,0.10144318753065946,-0.06527310318809357
bb,PAIR,EUR_GBP,short,fixed,0_0.1,59,-0.03823896468973087,0.123712873844656,-0.28071619742525666
bb,PAIR,EUR_GBP,short,fixed,>=1,30,-0.09302270247201758,0.16795317693329873,-0.4222109292612831
bb,PAIR,EUR_GBP,short,quintile,Q1_shallow,56,-0.022430337798109323,0.12668523595018621,-0.2707334002604743
bb,PAIR,EUR_GBP,short,quintile,Q2,54,0.254806204589823,0.12442267118161043,0.010937769073866566
bb,PAIR,EUR_GBP,short,quintile,Q3,55,0.03661802903006759,0.1247947208101912,-0.20797962375790718
bb,PAIR,EUR_GBP,short,quintile,Q4,63,0.17459310084979396,0.11476986630607412,-0.05035583711011132
bb,PAIR,EUR_GBP,short,quintile,Q5_deep,85,0.08714266752469392,0.10214115878683203,-0.11305400369749684
bb,PAIR,EUR_NOK,long,fixed,0.1_0.25,73,0.17581964431112337,0.11250521111994077,-0.044690569483960524
bb,PAIR,EUR_NOK,long,fixed,0.25_0.5,90,0.2363040551767779,0.09860681530849867,0.04303469717212052
bb,PAIR,EUR_NOK,long,fixed,0.5_1,80,0.15115367646516945,0.10874776192332854,-0.061991936904554484
bb,PAIR,EUR_NOK,long,fixed,0_0.1,67,0.10918117192067339,0.1205497546416912,-0.12709634717704135
bb,PAIR,EUR_NOK,long,fixed,>=1,7,-0.42857142857142855,0.36885555678165877,-1.1515283198634798
bb,PAIR,EUR_NOK,long,quintile,Q1_shallow,62,0.10185707288201802,0.12534143104447873,-0.1438121319651603
bb,PAIR,EUR_NOK,long,quintile,Q2,61,0.21040711532314765,0.12156031173377387,-0.02785109567504912
bb,PAIR,EUR_NOK,long,quintile,Q3,70,0.14903836144130114,0.11553117601991202,-0.07740274355772642
bb,PAIR,EUR_NOK,long,quintile,Q4,67,0.20648775619431242,0.11747905240427846,-0.02377118651807336
bb,PAIR,EUR_NOK,long,quintile,Q5_deep,57,0.12442621258269396,0.1284744276806609,-0.12738366567140139
bb,PAIR,EUR_NOK,short,fixed,0.1_0.25,66,0.08116810984317477,0.12106176141231367,-0.15611294252496002
bb,PAIR,EUR_NOK,short,fixed,0.25_0.5,80,-0.15649118043121577,0.10855940180758458,-0.36926760797408154
bb,PAIR,EUR_NOK,short,fixed,0.5_1,88,0.08267865130958278,0.10397365342803189,-0.12110970940935971
bb,PAIR,EUR_NOK,short,fixed,0_0.1,61,-0.1580099079472468,0.12556775136713536,-0.4041227006268321
bb,PAIR,EUR_NOK,short,fixed,>=1,32,-0.21659282348377165,0.1724572371447893,-0.5546090082875587
bb,PAIR,EUR_NOK,short,quintile,Q1_shallow,57,-0.16909832254003604,0.12958543817209822,-0.42308578135734853
bb,PAIR,EUR_NOK,short,quintile,Q2,56,-0.04719472768482972,0.13140613156639672,-0.3047507455549673
bb,PAIR,EUR_NOK,short,quintile,Q3,60,0.05867413582111221,0.12790077340434117,-0.1920113800513965
bb,PAIR,EUR_NOK,short,quintile,Q4,60,-0.011780077504237077,0.1253788377945388,-0.2575225995815331
bb,PAIR,EUR_NOK,short,quintile,Q5_deep,94,-0.07434241457177848,0.10175803645023844,-0.2737881660142458
bb,PAIR,EUR_USD,long,fixed,0.1_0.25,72,0.11225901189082475,0.11054833363821605,-0.10441572204007869
bb,PAIR,EUR_USD,long,fixed,0.25_0.5,74,-0.11271740824322861,0.11313904836507878,-0.334469943038783
bb,PAIR,EUR_USD,long,fixed,0.5_1,67,-0.10760700922562852,0.11870258058221163,-0.3402640671667633
bb,PAIR,EUR_USD,long,fixed,0_0.1,73,0.01022279164874959,0.11167482509708916,-0.20865986554154517
bb,PAIR,EUR_USD,long,fixed,>=1,26,0.09463447240532566,0.19205624317233497,-0.2817957642124509
bb,PAIR,EUR_USD,long,quintile,Q1_shallow,63,0.04398190103953357,0.12124136404837085,-0.1936511724952733
bb,PAIR,EUR_USD,long,quintile,Q2,66,0.10763106784463486,0.11387713431180434,-0.11556811540650164
bb,PAIR,EUR_USD,long,quintile,Q3,52,-0.15740727713056418,0.13530568025147635,-0.4226064104234578
bb,PAIR,EUR_USD,long,quintile,Q4,70,-0.032521833678922286,0.11670305338603602,-0.2612598183155529
bb,PAIR,EUR_USD,long,quintile,Q5_deep,61,-0.06023200613118156,0.12420636493752221,-0.3036764814087251
bb,PAIR,EUR_USD,short,fixed,0.1_0.25,65,0.24775724361716675,0.1197202097044605,0.013105632596424166
bb,PAIR,EUR_USD,short,fixed,0.25_0.5,86,0.14920580927945976,0.09998361904369288,-0.04676208404617829
bb,PAIR,EUR_USD,short,fixed,0.5_1,75,0.08512004393848575,0.11056687612701002,-0.1315910332704539
bb,PAIR,EUR_USD,short,fixed,0_0.1,60,0.15469452726765812,0.12651273553813652,-0.09327043438708946
bb,PAIR,EUR_USD,short,fixed,>=1,34,-0.30651142863816094,0.16110536658709823,-0.6222779471488735
bb,PAIR,EUR_USD,short,quintile,Q1_shallow,59,0.14036731586541504,0.12784771355868685,-0.11021420270961116
bb,PAIR,EUR_USD,short,quintile,Q2,49,0.2572129728442976,0.13850877242426582,-0.014264221107263386
bb,PAIR,EUR_USD,short,quintile,Q3,57,0.08370964246380375,0.12511842682381652,-0.16152247411087664
bb,PAIR,EUR_USD,short,quintile,Q4,71,0.21434124327464135,0.10892424056771273,0.0008497317619244049
bb,PAIR,EUR_USD,short,quintile,Q5_deep,84,-0.07969736199367372,0.10632503362601267,-0.28809442790065853
bb,PAIR,GBP_CAD,long,fixed,0.1_0.25,80,-0.030204059588748167,0.10933762548298492,-0.2445058055353986
bb,PAIR,GBP_CAD,long,fixed,0.25_0.5,83,-0.09742051654812892,0.10858618110975264,-0.3102494315232441
bb,PAIR,GBP_CAD,long,fixed,0.5_1,77,0.018331674298021985,0.11141895883106148,-0.2000494850108585
bb,PAIR,GBP_CAD,long,fixed,0_0.1,76,0.02336288446337974,0.11077197320917895,-0.19375018302661098
bb,PAIR,GBP_CAD,long,fixed,>=1,28,0.0,0.19245008972987526,-0.3772021758705555
bb,PAIR,GBP_CAD,long,quintile,Q1_shallow,73,0.010624372865984399,0.11288277843824018,-0.21062587287296636
bb,PAIR,GBP_CAD,long,quintile,Q2,66,-0.006307951016664444,0.11985243838097305,-0.24121873024337162
bb,PAIR,GBP_CAD,long,quintile,Q3,57,-0.011533177324508816,0.13295440507302259,-0.2721238112676331
bb,PAIR,GBP_CAD,long,quintile,Q4,70,-0.14243433255398358,0.11724456444600174,-0.37223367886814696
bb,PAIR,GBP_CAD,long,quintile,Q5_deep,78,0.037864492740113415,0.11126373447918611,-0.18021242683909136
bb,PAIR,GBP_CAD,short,fixed,0.1_0.25,85,0.15302151403835113,0.10411302713556303,-0.0510400191473524
bb,PAIR,GBP_CAD,short,fixed,0.25_0.5,87,0.055475833633603415,0.10439558911667687,-0.14913952103508324
bb,PAIR,GBP_CAD,short,fixed,0.5_1,72,0.07808510472975332,0.11415874923214697,-0.14566604376525477
bb,PAIR,GBP_CAD,short,fixed,0_0.1,50,-0.0013314115441765396,0.13443354464075746,-0.26482115904006115
bb,PAIR,GBP_CAD,short,fixed,>=1,23,-0.2592434197090007,0.19930088225164028,-0.6498731489222156
bb,PAIR,GBP_CAD,short,quintile,Q1_shallow,47,-0.022692991004443122,0.138134141711174,-0.29343590875834413
bb,PAIR,GBP_CAD,short,quintile,Q2,73,0.1367605543043566,0.11373768668457129,-0.08616531159740312
bb,PAIR,GBP_CAD,short,quintile,Q3,65,0.09942920913169655,0.11972161865602385,-0.13522516343411017
bb,PAIR,GBP_CAD,short,quintile,Q4,69,0.009902629643802703,0.11736574116535242,-0.22013422304028804
bb,PAIR,GBP_CAD,short,quintile,Q5_deep,63,0.021635787355839254,0.12248916940812415,-0.21844298468408407
bb,PAIR,NZD_CHF,long,fixed,0.1_0.25,101,0.1540934377488117,0.09818375279270183,-0.03834671772488388
bb,PAIR,NZD_CHF,long,fixed,0.25_0.5,85,-0.028588577975671846,0.10723158798602057,-0.23876249042827216
bb,PAIR,NZD_CHF,long,fixed,0.5_1,65,0.10133727551639789,0.12080472577372822,-0.1354399870001094
bb,PAIR,NZD_CHF,long,fixed,0_0.1,71,0.02365192237743592,0.1187316765933888,-0.20906216374560616
bb,PAIR,NZD_CHF,long,fixed,>=1,18,0.015543796399492315,0.22902087099664614,-0.4333371107539341
bb,PAIR,NZD_CHF,long,quintile,Q1_shallow,64,-0.020636148612532025,0.12507498020629512,-0.2657831098168705
bb,PAIR,NZD_CHF,long,quintile,Q2,85,0.221544231901325,0.10619404820372232,0.01340389742202927
bb,PAIR,NZD_CHF,long,quintile,Q3,73,0.016159022686568075,0.11557481810920178,-0.2103676208074674
bb,PAIR,NZD_CHF,long,quintile,Q4,65,0.021814061585442468,0.12313154657306022,-0.21952376969775556
bb,PAIR,NZD_CHF,long,quintile,Q5_deep,53,0.029647867125825407,0.13238081744203864,-0.22981853506057032
bb,PAIR,NZD_CHF,short,fixed,0.1_0.25,91,0.18858377096460083,0.1033430250904203,-0.013968558212622967
bb,PAIR,NZD_CHF,short,fixed,0.25_0.5,86,0.02260377443782497,0.10726712926628144,-0.18763979892408666
bb,PAIR,NZD_CHF,short,fixed,0.5_1,46,0.31495867575484804,0.1400185835004111,0.040522252094042255
bb,PAIR,NZD_CHF,short,fixed,0_0.1,83,0.0843373493975901,0.11003808716988485,-0.1313373014553842
bb,PAIR,NZD_CHF,short,fixed,>=1,10,-0.2,0.32659863237109044,-0.8401333194473373
bb,PAIR,NZD_CHF,short,quintile,Q1_shallow,80,0.09999999999999973,0.11194483270620507,-0.11941187210416221
bb,PAIR,NZD_CHF,short,quintile,Q2,74,0.13731247510511727,0.11569571712346659,-0.08945113045687725
bb,PAIR,NZD_CHF,short,quintile,Q3,66,0.12036249396443843,0.12137362808456713,-0.11752981708131313
bb,PAIR,NZD_CHF,short,quintile,Q4,56,0.07142857142857162,0.13449555309875313,-0.19218271264498454
bb,PAIR,NZD_CHF,short,quintile,Q5_deep,40,0.21220247711807522,0.1547221010886214,-0.09105284101562272
bb,PAIR,NZD_JPY,long,fixed,0.1_0.25,85,0.011764705882353071,0.10910139406465535,-0.20207402648437142
bb,PAIR,NZD_JPY,long,fixed,0.25_0.5,87,-0.14942528735632185,0.10662213672910521,-0.3584046753453681
bb,PAIR,NZD_JPY,long,fixed,0.5_1,56,0.14285714285714285,0.13345696185626107,-0.11871850238112885
bb,PAIR,NZD_JPY,long,fixed,0_0.1,69,-0.13043478260869565,0.12023180842499395,-0.3660891271216838
bb,PAIR,NZD_JPY,long,fixed,>=1,27,-0.037037037037037035,0.19598157859737708,-0.4211609310878961
bb,PAIR,NZD_JPY,long,quintile,Q1_shallow,63,-0.1111111111111111,0.12621374094379217,-0.35849004336094376
bb,PAIR,NZD_JPY,long,quintile,Q2,69,0.014492753623188567,0.12125507630928634,-0.22316719594301265
bb,PAIR,NZD_JPY,long,quintile,Q3,67,-0.16417910447761194,0.12142120662793539,-0.40216466946836527
bb,PAIR,NZD_JPY,long,quintile,Q4,67,-0.014925373134328358,0.12307777986918389,-0.2561578216779288
bb,PAIR,NZD_JPY,long,quintile,Q5_deep,58,0.06896551724137931,0.13213787041210448,-0.19002470876634545
bb,PAIR,NZD_JPY,short,fixed,0.1_0.25,97,-0.1134020618556701,0.10140368852013405,-0.31215329135513287
bb,PAIR,NZD_JPY,short,fixed,0.25_0.5,76,-0.20307379284074728,0.11090546404139548,-0.4204485023618824
bb,PAIR,NZD_JPY,short,fixed,0.5_1,59,-0.11864406779661017,0.13037899563597694,-0.374186899243125
bb,PAIR,NZD_JPY,short,fixed,0_0.1,82,-0.04878048780487805,0.11097883593194184,-0.26629900623148406
bb,PAIR,NZD_JPY,short,fixed,>=1,17,0.058823529411764705,0.2495670992423109,-0.43032798510316467
bb,PAIR,NZD_JPY,short,quintile,Q1_shallow,77,-0.11688311688311688,0.11392162223650033,-0.3401694964666575
bb,PAIR,NZD_JPY,short,quintile,Q2,82,-0.07317073170731707,0.11081326992011314,-0.2903647407507388
bb,PAIR,NZD_JPY,short,quintile,Q3,56,-0.12139288538361205,0.13267425974708413,-0.38143443448789693
bb,PAIR,NZD_JPY,short,quintile,Q4,65,-0.24054779499099255,0.11953673843350819,-0.4748398023206686
bb,PAIR,NZD_JPY,short,quintile,Q5_deep,51,0.0196078431372549,0.14139416766525448,-0.2575247254866439
bb,PAIR,NZD_USD,long,fixed,0.1_0.25,75,0.09333333333333334,0.11574020820698307,-0.13351747475235348
bb,PAIR,NZD_USD,long,fixed,0.25_0.5,98,-0.08163265306122448,0.10119574325600825,-0.27997630984300065
bb,PAIR,NZD_USD,long,fixed,0.5_1,76,0.05263157894736842,0.11531001210635072,-0.173376044781079
bb,PAIR,NZD_USD,long,fixed,0_0.1,69,0.13403001495500763,0.11978764073759557,-0.10075376089067967
bb,PAIR,NZD_USD,long,fixed,>=1,21,0.23809523809523808,0.21717627144745486,-0.1875702539417734
bb,PAIR,NZD_USD,long,quintile,Q1_shallow,64,0.09762610987336762,0.12495576826947223,-0.14728719593479794
bb,PAIR,NZD_USD,long,quintile,Q2,60,0.16666666666666666,0.1283679973729013,-0.08493460818421991
bb,PAIR,NZD_USD,long,quintile,Q3,65,-0.1076923076923077,0.12427303401079624,-0.35126745435346834
bb,PAIR,NZD_USD,long,quintile,Q4,86,0.046511627906976744,0.10834784226356295,-0.16585014292960662
bb,PAIR,NZD_USD,long,quintile,Q5_deep,64,0.0625,0.12574184627546195,-0.1839540186999054
bb,PAIR,NZD_USD,short,fixed,0.1_0.25,81,0.30864197530864196,0.10634496527090385,0.10020584337767041
bb,PAIR,NZD_USD,short,fixed,0.25_0.5,95,0.09473684210526316,0.10267822754708976,-0.10651248388703276
bb,PAIR,NZD_USD,short,fixed,0.5_1,72,0.05555555555555555,0.11849487896742977,-0.1766944072206068
bb,PAIR,NZD_USD,short,fixed,0_0.1,63,-0.047619047619047616,0.12685605420622167,-0.2962569138632421
bb,PAIR,NZD_USD,short,fixed,>=1,16,-0.125,0.25617376914899,-0.6271005875320204
bb,PAIR,NZD_USD,short,quintile,Q1_shallow,58,-0.10344827586206896,0.1317426021905984,-0.3616637761556418
bb,PAIR,NZD_USD,short,quintile,Q2,64,0.3125,0.11967838846954226,0.07793035859969716
bb,PAIR,NZD_USD,short,quintile,Q3,78,0.05128205128205128,0.11381062826777323,-0.17178678012278426
bb,PAIR,NZD_USD,short,quintile,Q4,75,0.2,0.11389895949029986,-0.02324196060098771
bb,PAIR,NZD_USD,short,quintile,Q5_deep,52,0.0,0.140028008402801,-0.27445489646948995
bb,PAIR,USD_CAD,long,fixed,0.1_0.25,88,0.2263635537442738,0.10082981729594749,0.028737111844216734
bb,PAIR,USD_CAD,long,fixed,0.25_0.5,70,0.017293716047438287,0.11597408465468771,-0.2100154898757496
